geneid	geneidv1	geneidv2	geneidv3	geneidv4	geneidv5
NCU02657	NCU02657.1	NCU02657.2	NCU02657.3	NCU02657.4	NCU02657.5
NCU02658	NCU02658.1	NCU02658.2	NCU02658.3	NCU02658.4	NCU02658.5
NCU02659	NCU02659.1	NCU02659.2	NCU02659.3	NCU02659.4	NCU02659.5
NCU02660	NCU02660.1	NCU02660.2	NCU02660.3	NCU02660.4	NCU02660.5
NCU02661	NCU02661.1	NCU02661.2	NCU02661.3	NCU02661.4	NCU02661.5
NCU02663	NCU02663.1	NCU02663.2	NCU02663.3	NCU02663.4	NCU02663.5
NCU02664	NCU02664.1	NCU02664.2	NCU11233.3	NCU11484.4	NCU02664.5
NCU02664	NCU02664.1	NCU02664.2	NCU11232.3	NCU11484.4	NCU02664.5
NCU02665	NCU02665.1	NCU02665.2	NCU02665.3	NCU02665.4	NCU02665.5
NCU02666	NCU02666.1	NCU02666.2	NCU02666.3	NCU11485.4	NCU02666.5
NCU02668	NCU02668.1	NCU02668.2	NCU02668.3	NCU02668.4	NCU02668.5
NCU02669	NCU02669.1	NCU02669.2	NCU02669.3	NCU02669.4	NCU02669.5
NCU02670	NCU02670.1	NCU02670.2	NCU02670.3	NCU02670.4	NCU02670.5
NCU02671	NCU02671.1	NCU02671.2	NCU02671.3	NCU02671.4	NCU02671.5
NCU02672	NCU02672.1	NCU02672.2	NCU02672.3	NCU02672.4	NCU02672.5
NCU02673	NCU02673.1	NCU02673.2	NCU02673.3	NCU02673.4	NCU02673.5
NCU02674	NCU02674.1	NCU02674.2	NCU02674.3	NCU02674.4	NCU02674.5
NCU02675	NCU02675.1	NCU02675.2	NCU02675.3	NCU02675.4	NCU02675.5
NCU02676	NCU02676.1	NCU02676.2	NCU02676.3	NCU02676.4	NCU02676.5
NCU02677	NCU02677.1	NCU02677.2	NCU02677.3	NCU02677.4	NCU02677.5
NCU02678	NCU02678.1	NCU02678.2	NCU02678.3	NCU02678.4	NCU02678.5
NCU02679	NCU02679.1	NCU02679.2	NCU02679.3	NCU02679.4	NCU02679.5
NCU02680	NCU02680.1	NCU02680.2	NCU02680.3	NCU02680.4	NCU02680.5
NCU02681	NCU02681.1	NCU02681.2	NCU02681.3	NCU02681.4	NCU02681.5
NCU02682	NCU02682.1	NCU02682.2	NCU02682.3	NCU02682.4	NCU02682.5
NCU02683	NCU02683.1	NCU02683.2	NCU02683.3	NCU02683.4	NCU02683.5
NCU02684	NCU02684.1	NCU02684.2	NCU02684.3	NCU02684.4	NCU02684.5
NCU02685	NCU02685.1	NCU02685.2	NCU02685.3	NCU02685.4	NCU02685.5
NCU02686	NCU02686.1	NCU02686.2	NCU02686.3	NCU02686.4	NCU02686.5
NCU02687	NCU02687.1	NCU02687.2	NCU02687.3	NCU02687.4	NCU02687.5
NCU02688	NCU02688.1	NCU02688.2	NCU02688.3	NCU02688.4	NCU02688.5
NCU02689	NCU02689.1	NCU02689.2	NCU02689.3	NCU02689.4	NCU02689.5
NCU02690	NCU02690.1	NCU02690.2	NCU02690.3	NCU02690.4	NCU02690.5
NCU02691	NCU02691.1	NCU02691.2	NCU02691.3	NCU02691.4	NCU02691.5
NCU02692	NCU02692.1	NCU02692.2	NCU02692.3	NCU02692.4	NCU02692.5
NCU02693	NCU02693.1	NCU02693.2	NCU02693.3	NCU02693.4	NCU02693.5
NCU02694	NCU02694.1	NCU02694.2	NCU02694.3	NCU02694.4	NCU02694.5
NCU02695	NCU02695.1	NCU02695.2	NCU02695.3	NCU02695.4	NCU02695.5
NCU02696	NCU02696.1	NCU02696.2	NCU02696.3	NCU02696.4	NCU02696.5
NCU02697	NCU02697.1	NCU02697.2	NCU02697.3	NCU02697.4	NCU02697.5
NCU02698	NCU02698.1	NCU02698.2	NCU02698.3	NCU02698.4	NCU02698.5
NCU02699	NCU02699.1	NCU02699.2	NCU02699.3	NCU02699.4	NCU02699.5
NCU02700	NCU02700.1	NCU02700.2	NCU02700.3	NCU02700.4	NCU02700.5
NCU02701	NCU02701.1	NCU02701.2	NCU02701.3	NCU02701.4	NCU02701.5
NCU02702	NCU02702.1	NCU02702.2	NCU02702.3	NCU02702.4	NCU02702.5
NCU02703	NCU02703.1	NCU02703.2	NCU02703.3	NCU02703.4	NCU02703.5
NCU02704	NCU02704.1	NCU02704.2	NCU02704.3	NCU02704.4	NCU02704.5
NCU02705	NCU02705.1	NCU02705.2	NCU02705.3	NCU02705.4	NCU02705.5
NCU02706	NCU02706.1	NCU02706.2	NCU02706.3	NCU02706.4	NCU02706.5
NCU02707	NCU02707.1	NCU02707.2	NCU02707.3	NCU02707.4	NCU02707.5
NCU02710	NCU02710.1	NCU10713.2	NCU11230.3	NCU11230.4	NCU02710.5
NCU02711	NCU02711.1	NCU02711.2	NCU02711.3	NCU02711.4	NCU02711.5
NCU02712	NCU02712.1	NCU02712.2	NCU02712.3	NCU02712.4	NCU02712.5
NCU02713	NCU02713.1	NCU02713.2	NCU02713.3	NCU02713.4	NCU02713.5
NCU02716	NCU02716.1	NCU02716.2	NCU02716.3	NCU02716.4	NCU02716.5
NCU02717	NCU02717.1	NCU02717.2	NCU02717.3	NCU02717.4	NCU02717.5
NCU02718	NCU02718.1	NCU02718.2	NCU02718.3	NCU02718.4	NCU02718.5
NCU02719	NCU02719.1	NCU02719.2	NCU02719.3	NCU02719.4	NCU02719.5
NCU02720	NCU02720.1	NCU02720.2	NCU02720.3	NCU02720.4	NCU02720.5
NCU02721	NCU02721.1	NCU02721.2	NCU02721.3	NCU02721.4	NCU02721.5
NCU02722	NCU02722.1	NCU02722.2	NCU02722.3	NCU02722.4	NCU02722.5
NCU02723	NCU02723.1	NCU02723.2	NCU02723.3	NCU02723.4	NCU02723.5
NCU02724	NCU02724.1	NCU02724.2	NCU02724.3	NCU02724.4	NCU02724.5
NCU02725	NCU02725.1	NCU02725.2	NCU02725.3	NCU02725.4	NCU02725.5
NCU02726	NCU02726.1	NCU02726.2	NCU02726.3	NCU02726.4	NCU02726.5
NCU02727	NCU02727.1	NCU02727.2	NCU02727.3	NCU02727.4	NCU02727.5
NCU02728	NCU02728.1	NCU02728.2	NCU02728.3	NCU02728.4	NCU02728.5
NCU02729	NCU02729.1	NCU02729.2	NCU02729.3	NCU02729.4	NCU02729.5
NCU02730	NCU02730.1	NCU02730.2	NCU02730.3	NCU02730.4	NCU02730.5
NCU02731	NCU02731.1	NCU02731.2	NCU02731.3	NCU02731.4	NCU02731.5
NCU02732	NCU02732.1	NCU02732.2	NCU02732.3	NCU02732.4	NCU02732.5
NCU02733	NCU02733.1	NCU02733.2	NCU02733.3	NCU02733.4	NCU02733.5
NCU02734	NCU02734.1	NCU02734.2	NCU02734.3	NCU02734.4	NCU02734.5
NCU02735	NCU02735.1	NCU02735.2	NCU02735.3	NCU02735.4	NCU02735.5
NCU02736	NCU02736.1	NCU02736.2	NCU02736.3	NCU02736.4	NCU02736.5
NCU02737	NCU02737.1	NCU02737.2	NCU02737.3	NCU02737.4	NCU02737.5
NCU02738	NCU02738.1	NCU02738.2	NCU02738.3	NCU02738.4	NCU02738.5
NCU02739	NCU02739.1	NA	NCU11229.3	NCU11229.4	NCU02739.5
NCU02740	NCU02740.1	NCU02740.2	NCU02740.3	NCU02740.4	NCU02740.5
NCU02741	NCU02741.1	NCU02741.2	NCU02741.3	NCU02741.4	NCU02741.5
NCU02742	NCU02742.1	NCU02742.2	NCU02742.3	NCU02742.4	NCU02742.5
NCU02743	NCU02743.1	NCU02743.2	NCU02743.3	NCU02743.4	NCU02743.5
NCU02744	NCU02744.1	NCU02744.2	NCU02744.3	NCU02744.4	NCU02744.5
NCU02745	NCU02745.1	NCU02745.2	NCU02745.3	NCU02745.4	NCU02745.5
NCU02746	NCU02746.1	NCU02746.2	NCU02746.3	NCU02746.4	NCU02746.5
NCU02747	NCU02747.1	NCU02747.2	NCU02747.3	NCU02747.4	NCU02747.5
NCU02748	NCU02748.1	NCU02748.2	NCU02748.3	NCU02748.4	NCU02748.5
NCU02749	NCU02749.1	NCU02749.2	NCU02749.3	NCU02749.4	NCU02749.5
NCU02750	NCU02750.1	NCU02750.2	NCU02750.3	NCU02750.4	NCU02750.5
NCU02751	NCU02751.1	NCU02751.2	NCU02751.3	NCU02751.4	NCU02751.5
NCU02752	NCU02752.1	NCU02752.2	NCU02752.3	NCU02752.4	NCU02752.5
NCU02753	NCU02753.1	NCU02753.2	NCU02753.3	NCU02753.4	NCU02753.5
NCU02754	NCU02754.1	NCU02754.2	NCU02754.3	NCU02754.4	NCU02754.5
NCU02755	NCU02755.1	NCU02755.2	NCU02755.3	NCU02755.4	NCU02755.5
NCU02757	NCU02757.1	NCU02757.2	NCU02757.3	NCU02757.4	NCU02757.5
NCU02758	NCU02758.1	NCU02758.2	NCU02758.3	NCU11489.4	NCU02758.5
NCU02759	NCU02759.1	NCU02759.2	NCU02759.3	NCU02759.4	NCU02759.5
NCU02761	NCU02761.1	NCU02761.2	NCU02761.3	NCU02761.4	NCU02761.5
NCU02762	NCU02762.1	NCU02762.2	NCU02762.3	NCU02762.4	NCU02762.5
NCU02764	NCU02764.1	NCU02764.2	NCU02764.3	NCU02764.4	NCU02764.5
NCU02765	NCU02765.1	NCU02765.2	NCU02765.3	NCU02765.4	NCU02765.5
NCU02767	NCU02767.1	NCU02767.2	NCU02767.3	NCU02767.4	NCU02767.5
NCU02769	NCU02769.1	NCU02769.2	NCU02769.3	NCU02769.4	NCU02769.5
NCU02770	NCU02770.1	NCU02770.2	NCU02770.3	NCU02770.4	NCU02770.5
NCU02771	NCU02771.1	NCU02771.2	NCU02771.3	NCU02771.4	NCU02771.5
NCU02772	NCU02772.1	NCU02772.2	NCU02772.3	NCU02772.4	NCU02772.5
NCU02773	NCU02773.1	NCU02773.2	NCU02773.3	NCU02773.4	NCU02773.5
NCU02774	NCU02774.1	NCU02774.2	NCU02774.3	NCU02774.4	NCU02774.5
NCU02775	NCU02775.1	NCU02775.2	NCU02775.3	NCU02775.4	NCU02775.5
NCU02776	NCU02776.1	NCU02776.2	NCU02776.3	NCU02776.4	NCU02776.5
NCU02777	NCU02777.1	NCU02777.2	NCU11244.3	NCU11587.4	NCU02777.5
NCU02777	NCU02777.1	NCU02777.2	NCU02777.3	NCU11587.4	NCU02777.5
NCU02778	NCU02778.1	NCU02778.2	NCU02778.3	NCU02778.4	NCU02778.5
NCU02779	NCU02779.1	NCU02779.2	NCU02779.3	NCU02779.4	NCU02779.5
NCU02780	NCU02780.1	NCU02780.2	NCU02780.3	NCU02780.4	NCU02780.5
NCU02781	NCU02781.1	NCU02781.2	NCU02781.3	NCU02781.4	NCU02781.5
NCU02782	NCU02782.1	NA	NA	NCU11586.4	NCU02782.5
NCU02783	NCU02783.1	NA	NCU10262.3	NCU10262.4	NCU02783.5
NCU02784	NCU02784.1	NCU02784.2	NCU02784.3	NCU02784.4	NCU02784.5
NCU02785	NCU02785.1	NCU02785.2	NCU02785.3	NCU02785.4	NCU02785.5
NCU02786	NCU02786.1	NCU02786.2	NCU02786.3	NCU02786.4	NCU02786.5
NCU02787	NCU02787.1	NCU02787.2	NCU02787.3	NCU02787.4	NCU02787.5
NCU02788	NCU02788.1	NCU02788.2	NCU02788.3	NCU02788.4	NCU02788.5
NCU02789	NCU02789.1	NCU02789.2	NCU02789.3	NCU02789.4	NCU02789.5
NCU02790	NCU02790.1	NCU02790.2	NCU02790.3	NCU02790.4	NCU02790.5
NCU02791	NCU02791.1	NCU02791.2	NCU02791.3	NCU02791.4	NCU02791.5
NCU02793	NCU02793.1	NCU02793.2	NCU02793.3	NCU02793.4	NCU02793.5
NCU02794	NCU02794.1	NCU02794.2	NCU02794.3	NCU02794.4	NCU02794.5
NCU02795	NCU02795.1	NCU02795.2	NCU02795.3	NCU02795.4	NCU02795.5
NCU02796	NCU02796.1	NCU02796.2	NCU02796.3	NCU02796.4	NCU02796.5
NCU02797	NCU02797.1	NCU02797.2	NCU02797.3	NCU02797.4	NCU02797.5
NCU02798	NCU02798.1	NCU02798.2	NCU02798.3	NCU02798.4	NCU02798.5
NCU02799	NCU02799.1	NCU02799.2	NCU02799.3	NCU02799.4	NCU02799.5
NCU02800	NCU02800.1	NCU02800.2	NCU02800.3	NCU02800.4	NCU02800.5
NCU02801	NCU02801.1	NCU02801.2	NCU02801.3	NCU02801.4	NCU02801.5
NCU02802	NCU02802.1	NCU02802.2	NCU02802.3	NCU02802.4	NCU02802.5
NCU02803	NCU02803.1	NCU02803.2	NCU02803.3	NCU02803.4	NCU02803.5
NCU02804	NCU02804.1	NCU02804.2	NCU02804.3	NCU02804.4	NCU02804.5
NCU02805	NCU02805.1	NCU02805.2	NCU02805.3	NCU02805.4	NCU02805.5
NCU02806	NCU02806.1	NCU02806.2	NCU02806.3	NCU02806.4	NCU02806.5
NCU02807	NCU02807.1	NCU02807.2	NCU02807.3	NCU02807.4	NCU02807.5
NCU02808	NCU02808.1	NCU02808.2	NCU02808.3	NCU02808.4	NCU02808.5
NCU02809	NCU02809.1	NCU02809.2	NCU02809.3	NCU02809.4	NCU02809.5
NCU02810	NCU02810.1	NCU02810.2	NCU02810.3	NCU02810.4	NCU02810.5
NCU02811	NCU02811.1	NCU02811.2	NCU02811.3	NCU02811.4	NCU02811.5
NCU02812	NCU02812.1	NCU02812.2	NCU02812.3	NCU02812.4	NCU02812.5
NCU02813	NCU02813.1	NCU02813.2	NCU02813.3	NCU02813.4	NCU02813.5
NCU02814	NCU02814.1	NCU02814.2	NCU02814.3	NCU02814.4	NCU02814.5
NCU02815	NCU02815.1	NCU02815.2	NCU02815.3	NCU02815.4	NCU02815.5
NCU02817	NCU02817.1	NCU02817.2	NCU02817.3	NCU02817.4	NCU02817.5
NCU02818	NCU02818.1	NCU02818.2	NCU02818.3	NCU02818.4	NCU02818.5
NCU02819	NCU02819.1	NCU02819.2	NCU02819.3	NCU02819.4	NCU02819.5
NCU02826	NCU02826.1	NCU02826.2	NCU02826.3	NCU02826.4	NCU02826.5
NCU02828	NCU02828.1	NCU02828.2	NCU02828.3	NCU02828.4	NCU02828.5
NCU02829	NCU02829.1	NCU02829.2	NCU02829.3	NCU02829.4	NCU02829.5
NCU02830	NCU02830.1	NCU02830.2	NCU02830.3	NCU02830.4	NCU02830.5
NCU02833	NCU02833.1	NCU02833.2	NCU02833.3	NCU02833.4	NCU02833.5
NCU02834	NCU02834.1	NCU02834.2	NCU02834.3	NCU02834.4	NCU02834.5
NCU02837	NCU02837.1	NCU02837.2	NCU02837.3	NCU11582.4	NCU02837.5
NCU02838	NCU02838.1	NCU02838.2	NCU02838.3	NCU02838.4	NCU02838.5
NCU02839	NCU02839.1	NCU02839.2	NCU02839.3	NCU02839.4	NCU02839.5
NCU02840	NCU02840.1	NCU02840.2	NCU02840.3	NCU02840.4	NCU02840.5
NCU02842	NCU02842.1	NCU02842.2	NCU02842.3	NCU02842.4	NCU02842.5
NCU02843	NCU02843.1	NCU02843.2	NA	NCU11581.4	NCU02843.5
NCU02846	NCU02846.1	NCU02846.2	NCU02846.3	NCU02846.4	NCU02846.5
NCU02847	NCU02847.1	NCU02847.2	NCU02847.3	NCU02847.4	NCU02847.5
NCU02849	NCU02849.1	NCU02849.2	NCU02849.3	NCU02849.4	NCU02849.5
NCU02850	NCU02850.1	NCU10535.2	NCU11243.3	NCU11243.4	NCU02850.5
NCU02852	NCU02852.1	NCU10535.2	NCU11242.3	NCU11242.4	NCU02852.5
NCU02853	NCU02853.1	NCU02853.2	NCU02853.3	NCU02853.4	NCU02853.5
NCU02854	NCU02854.1	NCU02854.2	NCU02854.3	NCU02854.4	NCU02854.5
NCU02855	NCU02855.1	NCU02855.2	NCU02855.3	NCU02855.4	NCU02855.5
NCU02856	NCU02856.1	NCU02856.2	NCU02856.3	NCU02856.4	NCU02856.5
NCU02857	NCU02857.1	NCU02857.2	NCU02857.3	NCU02857.4	NCU02857.5
NCU02858	NCU02858.1	NCU02858.2	NCU02858.3	NCU02858.4	NCU02858.5
NCU02860	NCU02860.1	NCU02860.2	NCU02860.3	NCU02860.4	NCU02860.5
NCU02861	NCU02861.1	NCU02861.2	NCU02861.3	NCU02861.4	NCU02861.5
NCU02862	NCU02862.1	NCU10229.2	NCU10229.3	NCU11579.4	NCU02862.5
NCU02864	NCU02864.1	NCU02864.2	NCU02864.3	NCU02864.4	NCU02864.5
NCU02865	NCU02865.1	NCU02865.2	NCU02865.3	NCU02865.4	NCU02865.5
NCU02866	NCU02866.1	NCU02866.2	NCU02866.3	NCU02866.4	NCU02866.5
NCU02867	NCU02867.1	NCU02867.2	NCU02867.3	NCU02867.4	NCU02867.5
NCU02868	NCU02868.1	NCU02868.2	NCU02868.3	NCU02868.4	NCU02868.5
NCU02869	NCU02869.1	NCU02869.2	NCU02869.3	NCU02869.4	NCU02869.5
NCU02870	NCU02870.1	NCU02870.2	NCU02870.3	NCU02870.4	NCU02870.5
NCU02872	NCU02872.1	NCU02872.2	NCU02872.3	NCU02872.4	NCU02872.5
NCU02873	NCU02873.1	NCU02873.2	NCU02873.3	NCU02873.4	NCU02873.5
NCU02875	NCU02875.1	NCU02875.2	NCU02875.3	NCU02875.4	NCU02875.5
NCU02876	NCU02876.1	NCU02876.2	NCU02876.3	NCU02876.4	NCU02876.5
NCU02877	NCU02877.1	NCU02877.2	NCU02877.3	NCU02877.4	NCU02877.5
NCU02878	NCU02878.1	NCU02878.2	NCU02878.3	NCU02878.4	NCU02878.5
NCU02879	NCU02879.1	NCU02879.2	NCU02879.3	NCU02879.4	NCU02879.5
NCU02880	NCU02880.1	NCU02880.2	NCU02880.3	NCU02880.4	NCU02880.5
NCU02882	NCU02882.1	NCU02882.2	NCU02882.3	NCU02882.4	NCU02882.5
NCU02883	NCU02883.1	NCU02883.2	NCU02883.3	NCU02883.4	NCU02883.5
NCU02884	NCU02884.1	NCU02884.2	NCU02884.3	NCU02884.4	NCU02884.5
NCU02885	NCU02885.1	NCU02885.2	NCU02885.3	NCU02885.4	NCU02885.5
NCU02886	NCU02886.1	NCU02886.2	NCU02886.3	NCU02886.4	NCU02886.5
NCU02887	NCU02887.1	NCU02887.2	NCU02887.3	NCU02887.4	NCU02887.5
NCU02888	NCU02888.1	NCU02888.2	NCU02888.3	NCU02888.4	NCU02888.5
NCU02889	NCU02889.1	NCU02889.2	NCU02889.3	NCU02889.4	NCU02889.5
NCU02890	NCU02890.1	NCU02890.2	NCU02890.3	NCU02890.4	NCU02890.5
NCU02894	NCU02894.1	NCU02894.2	NCU02894.3	NCU02894.4	NCU02894.5
NCU02895	NCU02895.1	NCU02895.2	NCU02895.3	NCU02895.4	NCU02895.5
NCU02896	NCU02896.1	NCU02896.2	NCU02896.3	NCU02896.4	NCU02896.5
NCU02897	NCU02897.1	NCU02897.2	NCU02897.3	NCU02897.4	NCU02897.5
NCU02898	NCU02898.1	NCU02898.2	NCU02898.3	NCU02898.4	NCU02898.5
NCU02899	NCU02899.1	NCU02899.2	NCU02899.3	NCU02899.4	NCU02899.5
NCU02900	NCU02900.1	NCU02900.2	NCU02900.3	NCU02900.4	NCU02900.5
NCU02901	NCU02901.1	NCU02901.2	NCU02901.3	NCU02901.4	NCU02901.5
NCU02902	NCU02902.1	NCU02902.2	NCU02902.3	NCU02902.4	NCU02902.5
NCU02903	NCU02903.1	NCU02903.2	NCU02903.3	NCU02903.4	NCU02903.5
NCU02904	NCU02904.1	NCU02904.2	NCU02904.3	NCU02904.4	NCU02904.5
NCU02905	NCU02905.1	NCU02905.2	NCU02905.3	NCU02905.4	NCU02905.5
NCU02906	NCU02906.1	NCU02906.2	NCU02906.3	NCU02906.4	NCU02906.5
NCU02908	NCU02908.1	NCU02908.2	NCU02908.3	NCU02908.4	NCU02908.5
NCU02909	NCU02909.1	NCU02909.2	NCU02909.3	NCU02909.4	NCU02909.5
NCU02910	NCU02910.1	NCU02910.2	NCU02910.3	NCU02910.4	NCU02910.5
NCU02913	NCU02913.1	NCU02913.2	NCU02913.3	NCU02913.4	NCU02913.5
NCU02914	NCU02914.1	NCU02914.2	NCU02914.3	NCU02914.4	NCU02914.5
NCU02915	NCU02915.1	NCU02915.2	NCU02915.3	NCU02915.4	NCU02915.5
NCU02916	NCU02916.1	NCU02916.2	NCU02916.3	NCU02916.4	NCU02916.5
NCU02917	NCU02917.1	NCU02917.2	NCU02917.3	NCU02917.4	NCU02917.5
NCU02918	NCU02918.1	NCU02918.2	NCU02918.3	NCU02918.4	NCU02918.5
NCU02919	NCU02919.1	NCU02919.2	NCU02919.3	NCU02919.4	NCU02919.5
NCU02920	NCU02920.1	NCU02920.2	NCU02920.3	NCU02920.4	NCU02920.5
NCU02921	NCU02921.1	NCU02921.2	NCU02921.3	NCU02921.4	NCU02921.5
NCU02922	NCU02922.1	NCU02922.2	NCU02922.3	NCU02922.4	NCU02922.5
NCU02923	NCU02923.1	NCU02923.2	NCU02923.3	NCU02923.4	NCU02923.5
NCU02924	NCU02924.1	NCU02924.2	NCU02924.3	NCU02924.4	NCU02924.5
NCU02925	NCU02925.1	NCU02925.2	NCU02925.3	NCU02925.4	NCU02925.5
NCU02926	NCU02926.1	NCU02926.2	NCU02926.3	NCU02926.4	NCU02926.5
NCU02927	NCU02927.1	NCU02927.2	NCU02927.3	NCU02927.4	NCU02927.5
NCU02928	NCU02928.1	NCU02928.2	NCU02928.3	NCU02928.4	NCU02928.5
NCU02929	NCU02929.1	NCU02929.2	NCU02929.3	NCU02929.4	NCU02929.5
NCU02930	NCU02930.1	NCU02930.2	NCU02930.3	NCU02930.4	NCU02930.5
NCU02931	NCU02931.1	NCU02931.2	NCU02931.3	NCU02931.4	NCU02931.5
NCU02932	NCU02932.1	NCU02932.2	NCU02932.3	NCU02932.4	NCU02932.5
NCU02934	NCU02934.1	NCU02934.2	NCU02934.3	NCU02934.4	NCU02934.5
NCU02935	NCU02935.1	NCU02935.2	NCU02935.3	NCU02935.4	NCU02935.5
NCU02936	NCU02936.1	NCU02936.2	NCU02936.3	NCU02936.4	NCU02936.5
NCU02937	NCU02937.1	NCU02937.2	NCU02937.3	NCU02937.4	NCU02937.5
NCU02938	NCU02938.1	NCU02938.2	NCU02938.3	NCU02938.4	NCU02938.5
NCU02939	NCU02939.1	NCU02939.2	NCU02939.3	NCU02939.4	NCU02939.5
NCU02940	NCU02940.1	NCU02940.2	NCU02940.3	NCU02940.4	NCU02940.5
NCU02941	NCU02941.1	NCU02941.2	NCU02941.3	NCU02941.4	NCU02941.5
NCU02942	NCU02942.1	NCU02942.2	NCU02942.3	NCU02942.4	NCU02942.5
NCU02943	NCU02943.1	NCU02943.2	NCU02943.3	NCU02943.4	NCU02943.5
NCU02944	NCU02944.1	NCU02944.2	NCU02944.3	NCU02944.4	NCU02944.5
NCU02945	NCU02945.1	NCU02945.2	NCU02945.3	NCU02945.4	NCU02945.5
NCU02946	NCU02946.1	NCU02946.2	NCU02946.3	NCU02946.4	NCU02946.5
NCU02947	NCU02947.1	NCU02947.2	NCU02947.3	NCU02947.4	NCU02947.5
NCU02948	NCU02948.1	NCU02948.2	NCU02948.3	NCU02948.4	NCU02948.5
NCU02949	NCU02949.1	NCU02949.2	NCU02949.3	NCU02949.4	NCU02949.5
NCU02950	NCU02950.1	NCU02950.2	NCU02950.3	NCU02950.4	NCU02950.5
NCU02951	NCU02951.1	NCU02951.2	NCU02951.3	NCU02951.4	NCU02951.5
NCU02952	NCU02952.1	NCU02952.2	NCU02952.3	NCU02952.4	NCU02952.5
NCU02953	NCU02953.1	NCU02953.2	NCU02953.3	NCU02953.4	NCU02953.5
NCU02954	NCU02954.1	NCU02954.2	NCU02954.3	NCU02954.4	NCU02954.5
NCU02955	NCU02955.1	NCU02955.2	NCU02955.3	NCU02955.4	NCU02955.5
NCU02956	NCU02956.1	NCU02956.2	NCU02956.3	NCU02956.4	NCU02956.5
NCU02957	NCU02957.1	NCU02957.2	NCU02957.3	NCU02957.4	NCU02957.5
NCU02959	NCU02959.1	NCU02959.2	NCU02959.3	NCU11571.4	NCU02959.5
NCU02960	NCU02960.1	NCU02960.2	NCU02960.3	NCU02960.4	NCU02960.5
NCU02961	NCU02961.1	NCU02961.2	NCU02961.3	NCU02961.4	NCU02961.5
NCU02962	NCU02962.1	NCU02962.2	NCU02962.3	NCU02962.4	NCU02962.5
NCU02963	NCU02963.1	NCU02963.2	NCU02963.3	NCU02963.4	NCU02963.5
NCU02964	NCU02964.1	NCU02964.2	NCU02964.3	NCU02964.4	NCU02964.5
NCU02965	NCU02965.1	NCU02965.2	NCU02965.3	NCU02965.4	NCU02965.5
NCU02966	NCU02966.1	NCU02966.2	NCU02966.3	NCU02966.4	NCU02966.5
NCU02967	NCU02967.1	NCU02967.2	NCU02967.3	NCU02967.4	NCU02967.5
NCU02968	NCU02968.1	NCU02968.2	NCU02968.3	NCU02968.4	NCU02968.5
NCU02969	NCU02969.1	NCU02969.2	NCU02969.3	NCU02969.4	NCU02969.5
NCU02970	NCU02970.1	NCU02970.2	NCU02970.3	NCU02970.4	NCU02970.5
NCU02972	NCU02972.1	NCU02972.2	NCU02972.3	NCU02972.4	NCU02972.5
NCU02973	NCU02973.1	NCU02973.2	NCU02973.3	NCU02973.4	NCU02973.5
NCU02974	NCU02974.1	NCU02974.2	NCU02974.3	NCU02974.4	NCU02974.5
NCU02975	NCU02975.1	NCU02975.2	NCU02975.3	NCU02975.4	NCU02975.5
NCU02976	NCU02976.1	NCU02976.2	NCU02976.3	NCU02976.4	NCU02976.5
NCU02977	NCU02977.1	NCU02977.2	NCU02977.3	NCU02977.4	NCU02977.5
NCU02978	NCU02978.1	NCU02978.2	NCU02978.3	NCU02978.4	NCU02978.5
NCU02979	NCU02979.1	NCU02979.2	NCU02979.3	NCU02979.4	NCU02979.5
NCU02980	NCU02980.1	NCU02980.2	NCU02980.3	NCU02980.4	NCU02980.5
NCU02982	NCU02982.1	NCU02982.2	NCU02982.3	NCU02982.4	NCU02982.5
NCU02983	NCU02983.1	NCU02983.2	NCU02983.3	NCU02983.4	NCU02983.5
NCU02984	NCU02984.1	NCU02984.2	NCU02984.3	NCU02984.4	NCU02984.5
NCU02988	NCU02988.1	NCU02988.2	NCU02988.3	NCU02988.4	NCU02988.5
NCU02989	NCU02989.1	NCU02989.2	NCU02989.3	NCU02989.4	NCU02989.5
NCU02990	NCU02990.1	NCU02990.2	NCU02990.3	NCU02990.4	NCU02990.5
NCU02991	NCU02991.1	NCU02991.2	NCU02991.3	NA	NA
NCU02994	NCU02994.1	NCU02994.2	NCU02994.3	NCU02994.4	NCU02994.5
NCU02995	NCU02995.1	NCU02995.2	NA	NCU11569.4	NCU02995.5
NCU02996	NCU02996.1	NCU02996.2	NCU02996.3	NCU02996.4	NCU02996.5
NCU02997	NCU02997.1	NCU02997.2	NCU02997.3	NCU02997.4	NCU02997.5
NCU02998	NCU02998.1	NCU02998.2	NCU02998.3	NCU11568.4	NCU02998.5
NCU03000	NCU03000.1	NCU03000.2	NCU03000.3	NCU03000.4	NCU03000.5
NCU03001	NCU03001.1	NCU03001.2	NCU03001.3	NCU03001.4	NCU03001.5
NCU03003	NCU03003.1	NCU03003.2	NCU03003.3	NCU03003.4	NCU03003.5
NCU03004	NCU03004.1	NCU03004.2	NCU03004.3	NCU03004.4	NCU03004.5
NCU03006	NCU03006.1	NCU03006.2	NCU03006.3	NCU03006.4	NCU03006.5
NCU03007	NCU03007.1	NCU03007.2	NCU03007.3	NCU03007.4	NCU03007.5
NCU03008	NCU03008.1	NCU03008.2	NCU03008.3	NCU03008.4	NCU03008.5
NCU03009	NCU03009.1	NCU03009.2	NCU03009.3	NCU03009.4	NCU03009.5
NCU03010	NCU03010.1	NCU03010.2	NCU03010.3	NCU03010.4	NCU03010.5
